OrderID,ProductID,CustomerID,DateID,TerritoryID,Quantity,UnitPrice,UnitCost,SalesAmount_USD,SalesAmount_GBP,TaxAmount
1070,15,24,20210625,6,2,63.94,45,127.88,101.03,20.21
1071,1,13,20230508,3,2,1147.98,720,2295.95,1813.8,362.76
1072,7,18,20230322,5,2,19.5,14,39.01,30.82,6.16
1073,11,199,20211201,2,5,8.81,8,44.06,34.81,6.96
1074,5,139,20210728,3,2,4.62,4,9.24,7.3,1.46
1075,5,4,20210208,3,2,5.58,4,11.16,8.82,1.76
1076,6,68,20210125,1,2,14.71,10,29.42,23.24,4.65
1077,4,191,20230125,1,4,29.13,22,116.52,92.05,18.41
1078,17,152,20220603,1,4,74.36,55,297.42,234.96,46.99
1079,2,187,20230601,6,5,1125.73,900,5628.67,4446.65,889.33
1080,1,16,20230712,4,4,945.46,720,3781.83,2987.65,597.53
1081,16,183,20210604,4,1,10.85,7,10.85,8.57,1.71
1082,20,38,20220407,1,2,22.28,18,44.55,35.19,7.04
1083,19,141,20230628,6,3,15.49,12,46.46,36.7,7.34
1084,17,76,20230508,4,5,77.15,55,385.75,304.74,60.95
1085,4,168,20210524,6,5,32.13,22,160.65,126.91,25.38
1086,14,116,20211105,2,4,11.43,9,45.7,36.1,7.22
1087,13,107,20221013,6,1,7.54,6,7.54,5.96,1.19
1088,9,96,20220325,2,4,29.47,26,117.89,93.13,18.63
1089,3,111,20210504,1,3,993.88,660,2981.65,2355.5,471.1
1090,2,151,20230309,5,5,1138.34,900,5691.7,4496.44,899.29
1091,14,91,20210625,6,4,13.81,9,55.23,43.63,8.73
1092,2,74,20231101,5,3,1148.24,900,3444.72,2721.33,544.27
1093,17,55,20230410,2,4,66.67,55,266.67,210.67,42.13
1094,12,143,20210604,3,1,7.41,5,7.41,5.85,1.17
1095,8,110,20230404,5,5,36.58,26,182.88,144.48,28.9
1096,18,7,20230712,5,3,17.83,16,53.49,42.26,8.45
1097,10,87,20220127,3,1,38.1,32,38.1,30.1,6.02
1098,19,169,20210726,4,1,14.05,12,14.05,11.1,2.22
1099,1,24,20230628,6,5,869.45,720,4347.24,3434.32,686.86
1100,15,88,20220825,2,3,56.51,45,169.54,133.94,26.79
1101,19,153,20220412,1,1,14.13,12,14.13,11.16,2.23
1102,20,13,20231219,6,1,22.25,18,22.25,17.58,3.52
1103,14,125,20230808,5,4,11.76,9,47.06,37.18,7.44
1104,17,30,20211105,3,4,63.55,55,254.2,200.82,40.16
1105,19,125,20230831,5,3,13.47,12,40.42,31.93,6.39
1106,20,15,20220721,1,2,22.51,18,45.03,35.57,7.11
1107,5,196,20211101,3,3,5.06,4,15.17,11.98,2.4
1108,16,192,20210112,4,2,8.15,7,16.3,12.88,2.58
1109,8,129,20230203,5,3,29.54,26,88.61,70.0,14.0
1110,2,112,20231130,1,4,1404.52,900,5618.09,4438.29,887.66
1111,19,110,20220325,5,4,17.46,12,69.83,55.17,11.03
1112,10,30,20220823,4,1,50.66,32,50.66,40.02,8.0
1113,20,118,20210903,6,3,20.59,18,61.78,48.81,9.76
1114,8,112,20210602,5,4,35.41,26,141.65,111.9,22.38
1115,10,191,20220722,3,2,40.53,32,81.06,64.04,12.81
1116,3,131,20210831,6,1,901.1,660,901.1,711.87,142.37
1117,12,90,20211006,6,2,6.09,5,12.18,9.62,1.92
1118,9,51,20210729,2,5,30.59,26,152.94,120.82,24.16
1119,3,46,20231226,6,4,879.1,660,3516.42,2777.97,555.59
1120,19,115,20230321,6,5,17.06,12,85.29,67.38,13.48
1121,11,161,20230615,3,2,10.56,8,21.12,16.68,3.34
1122,15,162,20221104,3,3,62.81,45,188.42,148.85,29.77
1123,17,19,20220520,3,4,72.93,55,291.71,230.45,46.09
1124,12,74,20210324,1,1,7.04,5,7.04,5.56,1.11
1125,13,119,20221229,5,5,9.46,6,47.31,37.37,7.47
1126,2,116,20231127,5,2,1134.69,900,2269.37,1792.8,358.56
1127,17,39,20221115,1,4,63.35,55,253.39,200.18,40.04
1128,3,130,20220509,6,2,738.92,660,1477.83,1167.49,233.5
1129,15,113,20231012,5,5,63.22,45,316.1,249.72,49.94
1130,12,73,20220607,4,4,7.44,5,29.74,23.49,4.7
1131,20,14,20230901,6,3,20.39,18,61.18,48.33,9.67
1132,18,174,20210517,4,3,19.62,16,58.85,46.49,9.3
1133,20,39,20230801,3,1,25.04,18,25.04,19.78,3.96
1134,12,80,20210722,6,4,5.82,5,23.29,18.4,3.68
1135,3,80,20231013,5,4,938.35,660,3753.41,2965.19,593.04
1136,5,172,20220418,6,5,4.59,4,22.93,18.11,3.62
1137,14,131,20230821,3,1,11.53,9,11.53,9.11,1.82
1138,7,88,20210916,4,2,16.99,14,33.97,26.84,5.37
1139,5,20,20210716,3,1,5.42,4,5.42,4.28,0.86
1140,17,10,20230214,6,3,84.6,55,253.8,200.5,40.1
1141,5,153,20230606,4,2,4.72,4,9.45,7.47,1.49
1142,20,43,20230921,6,4,20.19,18,80.77,63.81,12.76
1143,8,114,20220608,5,3,38.38,26,115.14,90.96,18.19
1144,8,137,20221006,2,3,41.15,26,123.46,97.53,19.51
1145,7,95,20221104,6,5,22.29,14,111.46,88.05,17.61
1146,10,200,20221025,4,5,43.64,32,218.2,172.38,34.48
1147,7,155,20210820,2,3,15.77,14,47.3,37.37,7.47
1148,12,142,20221122,1,5,7.63,5,38.14,30.13,6.03
1149,3,196,20220214,2,3,874.28,660,2622.83,2072.04,414.41
1150,5,112,20230106,1,2,6.03,4,12.07,9.54,1.91
1151,1,107,20220517,1,4,972.72,720,3890.89,3073.8,614.76
1152,13,21,20211206,3,2,6.68,6,13.37,10.56,2.11
1153,11,38,20210524,2,1,9.95,8,9.95,7.86,1.57
1154,5,195,20221109,6,4,5.3,4,21.19,16.74,3.35
1155,3,5,20210108,3,2,1001.54,660,2003.08,1582.43,316.49
1156,20,136,20230227,4,1,26.79,18,26.79,21.16,4.23
1157,10,32,20211208,1,2,41.92,32,83.83,66.23,13.25
1158,15,17,20230613,1,4,62.93,45,251.71,198.85,39.77
1159,17,148,20210125,2,2,68.51,55,137.02,108.25,21.65
1160,20,91,20210104,2,5,23.55,18,117.75,93.02,18.6
1161,3,135,20230811,3,1,1040.62,660,1040.62,822.09,164.42
1162,17,130,20230221,5,1,71.24,55,71.24,56.28,11.26
1163,2,163,20221107,4,3,1104.14,900,3312.43,2616.82,523.36
1164,12,18,20210125,3,2,7.33,5,14.66,11.58,2.32
1165,4,198,20230621,5,3,25.67,22,77.0,60.83,12.17
1166,18,87,20220520,6,2,24.24,16,48.49,38.31,7.66
1167,15,179,20230911,4,2,67.76,45,135.52,107.06,21.41
1168,15,10,20210401,3,2,50.49,45,100.97,79.77,15.95
1169,2,81,20211014,3,5,1169.2,900,5846.0,4618.34,923.67
1170,16,65,20230220,1,2,8.7,7,17.4,13.75,2.75
1171,11,70,20210310,1,3,10.55,8,31.64,25.0,5.0
1172,15,99,20220728,3,2,60.66,45,121.33,95.85,19.17
1173,12,133,20221215,3,1,7.32,5,7.32,5.78,1.16
1174,14,155,20210423,2,5,11.22,9,56.11,44.33,8.87
1175,3,84,20210528,6,3,827.14,660,2481.43,1960.33,392.07
1176,14,43,20230516,6,4,11.48,9,45.93,36.28,7.26
1177,12,158,20210303,4,3,7.1,5,21.3,16.83,3.37
1178,3,172,20210324,6,4,845.89,660,3383.57,2673.02,534.6
1179,6,8,20231212,2,5,14.39,10,71.95,56.84,11.37
1180,2,33,20220921,1,2,1340.33,900,2680.66,2117.72,423.54
1181,12,99,20220610,5,1,7.01,5,7.01,5.54,1.11
1182,15,95,20230901,3,4,66.67,45,266.68,210.68,42.14
1183,5,136,20230404,3,4,5.03,4,20.12,15.89,3.18
1184,8,30,20220204,1,2,35.09,26,70.18,55.44,11.09
1185,18,31,20220711,3,3,23.23,16,69.7,55.06,11.01
1186,20,74,20211104,6,4,21.6,18,86.41,68.26,13.65
1187,3,116,20210714,2,4,1055.1,660,4220.39,3334.11,666.82
1188,11,171,20230906,3,1,11.0,8,11.0,8.69,1.74
1189,10,41,20220222,6,2,47.9,32,95.8,75.68,15.14
1190,8,32,20221230,2,2,31.68,26,63.36,50.05,10.01
1191,1,93,20221209,5,5,924.81,720,4624.04,3652.99,730.6
1192,5,157,20230302,1,1,5.02,4,5.02,3.97,0.79
1193,16,135,20231026,4,4,10.58,7,42.33,33.44,6.69
1194,5,82,20210416,6,1,5.3,4,5.3,4.19,0.84
1195,17,89,20230904,2,5,78.09,55,390.47,308.47,61.69
1196,5,111,20210920,5,1,6.06,4,6.06,4.79,0.96
1197,5,78,20230113,2,2,5.05,4,10.09,7.97,1.59
1198,8,89,20231016,5,3,39.6,26,118.79,93.84,18.77
1199,7,163,20211227,5,3,16.28,14,48.83,38.58,7.72
1200,20,137,20220311,1,5,25.57,18,127.84,100.99,20.2
1201,19,40,20230501,2,5,17.52,12,87.62,69.22,13.84
1202,11,145,20230518,1,1,9.12,8,9.12,7.2,1.44
1203,19,68,20230710,6,2,17.8,12,35.6,28.12,5.62
1204,20,164,20220822,1,4,27.8,18,111.2,87.85,17.57
1205,10,165,20230222,3,4,39.12,32,156.47,123.61,24.72
1206,13,77,20230911,4,1,8.67,6,8.67,6.85,1.37
1207,15,107,20210816,4,4,54.09,45,216.36,170.92,34.18
1208,5,81,20230522,6,3,5.87,4,17.61,13.91,2.78
1209,13,34,20220511,3,5,8.28,6,41.42,32.72,6.54
1210,8,120,20220404,1,3,34.44,26,103.33,81.63,16.33
1211,4,13,20210722,3,4,33.71,22,134.82,106.51,21.3
1212,8,41,20220824,3,5,37.97,26,189.87,150.0,30.0
1213,6,128,20210930,5,4,13.49,10,53.98,42.64,8.53
1214,16,6,20220318,1,4,9.47,7,37.88,29.93,5.99
1215,7,150,20211213,3,1,15.75,14,15.75,12.44,2.49
1216,20,168,20221212,6,4,22.37,18,89.49,70.7,14.14
1217,4,111,20210113,2,3,32.2,22,96.61,76.32,15.26
1218,12,12,20220802,4,1,6.93,5,6.93,5.47,1.09
1219,12,142,20211007,3,1,6.47,5,6.47,5.11,1.02
1220,18,72,20221010,5,5,18.55,16,92.75,73.27,14.65
1221,13,96,20210520,3,5,9.42,6,47.08,37.19,7.44
1222,5,51,20231220,5,5,5.2,4,26.01,20.55,4.11
1223,2,10,20210301,2,3,1351.78,900,4055.35,3203.73,640.75
1224,15,39,20230116,5,5,52.65,45,263.23,207.95,41.59
1225,11,42,20230530,4,5,11.76,8,58.79,46.44,9.29
1226,19,87,20220307,5,5,16.39,12,81.97,64.76,12.95
1227,19,77,20231013,4,1,15.41,12,15.41,12.17,2.43
1228,4,107,20230824,5,3,32.96,22,98.89,78.12,15.62
1229,1,153,20231107,4,3,1140.15,720,3420.44,2702.15,540.43
1230,19,59,20230411,6,1,16.7,12,16.7,13.19,2.64
1231,17,162,20210902,6,5,81.8,55,409.01,323.12,64.62
1232,5,175,20220630,2,1,5.55,4,5.55,4.38,0.88
1233,4,49,20231003,1,4,27.65,22,110.6,87.37,17.47
1234,14,177,20210806,2,4,12.16,9,48.63,38.42,7.68
1235,16,189,20230529,6,1,10.17,7,10.17,8.03,1.61
1236,7,144,20230116,3,4,19.08,14,76.31,60.28,12.06
1237,6,118,20220328,5,3,13.73,10,41.19,32.54,6.51
1238,9,157,20230829,4,2,41.05,26,82.09,64.85,12.97
1239,18,77,20220204,2,3,23.77,16,71.31,56.33,11.27
1240,7,177,20231009,6,4,17.62,14,70.48,55.68,11.14
1241,18,185,20220517,3,3,18.57,16,55.72,44.02,8.8
1242,18,98,20230829,4,3,25.24,16,75.71,59.81,11.96
1243,10,11,20210729,3,1,40.74,32,40.74,32.18,6.44
1244,9,192,20220927,4,2,31.23,26,62.45,49.34,9.87
1245,9,144,20230213,6,3,30.38,26,91.15,72.01,14.4
1246,19,62,20230602,2,1,17.22,12,17.22,13.6,2.72
1247,8,164,20230201,2,1,29.9,26,29.9,23.62,4.72
1248,16,26,20220420,6,2,7.72,7,15.44,12.2,2.44
1249,6,105,20230301,6,4,13.39,10,53.55,42.3,8.46
1250,10,83,20211014,3,1,49.73,32,49.73,39.29,7.86
1251,19,60,20210510,5,1,18.68,12,18.68,14.76,2.95
1252,14,46,20210909,1,4,13.45,9,53.78,42.49,8.5
1253,10,10,20210924,1,3,44.29,32,132.86,104.96,20.99
1254,11,73,20210603,4,5,10.9,8,54.49,43.05,8.61
1255,17,120,20210713,3,2,82.74,55,165.48,130.73,26.15
1256,6,188,20220420,4,3,14.59,10,43.78,34.59,6.92
1257,11,76,20210121,5,2,9.5,8,19.0,15.01,3.0
1258,13,110,20230706,5,3,6.86,6,20.58,16.26,3.25
1259,4,48,20230818,2,4,27.76,22,111.04,87.72,17.54
1260,1,67,20211223,4,2,952.82,720,1905.65,1505.46,301.09
1261,11,78,20220119,5,5,8.85,8,44.23,34.94,6.99
1262,12,178,20230727,2,1,7.17,5,7.17,5.66,1.13
1263,10,41,20221031,4,5,49.97,32,249.85,197.38,39.48
1264,10,177,20231006,1,3,41.08,32,123.24,97.36,19.47
1265,8,35,20211115,4,2,34.51,26,69.03,54.53,10.91
1266,12,107,20230519,6,5,7.78,5,38.91,30.74,6.15
1267,18,171,20231222,2,2,23.04,16,46.09,36.41,7.28
1268,3,135,20230505,4,5,958.24,660,4791.21,3785.06,757.01
1269,19,29,20210422,1,5,18.62,12,93.09,73.54,14.71
1270,19,138,20211019,2,2,15.17,12,30.34,23.97,4.79
1271,15,30,20230117,6,2,65.63,45,131.26,103.7,20.74
1272,3,131,20221202,4,1,875.63,660,875.63,691.75,138.35
1273,14,117,20230106,5,1,12.41,9,12.41,9.8,1.96
1274,10,186,20230823,1,4,39.27,32,157.09,124.1,24.82
1275,7,149,20210106,1,1,18.37,14,18.37,14.51,2.9
1276,3,139,20231003,1,1,1051.43,660,1051.43,830.63,166.13
1277,2,74,20221109,4,2,1336.04,900,2672.07,2110.94,422.19
1278,14,96,20230710,4,4,13.81,9,55.25,43.65,8.73
1279,13,21,20220627,6,5,7.0,6,34.99,27.64,5.53
1280,4,46,20220516,5,4,30.02,22,120.07,94.86,18.97
1281,8,1,20231110,1,3,34.62,26,103.86,82.05,16.41
1282,18,109,20231030,5,4,24.19,16,96.75,76.43,15.29
1283,15,89,20211222,2,3,53.74,45,161.22,127.36,25.47
1284,4,9,20231107,6,4,30.96,22,123.86,97.85,19.57
1285,8,53,20210125,1,1,36.32,26,36.32,28.69,5.74
1286,20,173,20221004,6,1,22.0,18,22.0,17.38,3.48
1287,13,113,20210305,2,5,7.25,6,36.26,28.65,5.73
1288,5,129,20210323,3,2,6.03,4,12.06,9.53,1.91
1289,19,82,20231116,5,5,17.84,12,89.18,70.45,14.09
1290,8,78,20220406,2,5,31.47,26,157.37,124.32,24.86
1291,9,16,20220308,5,5,40.04,26,200.18,158.14,31.63
1292,14,143,20210909,4,1,14.28,9,14.28,11.28,2.26
1293,13,135,20230712,3,4,7.82,6,31.3,24.73,4.95
1294,13,48,20220308,5,4,7.32,6,29.29,23.14,4.63
1295,10,182,20211119,2,4,49.84,32,199.34,157.48,31.5
1296,14,107,20230317,5,5,10.5,9,52.52,41.49,8.3
1297,9,53,20211215,3,1,40.59,26,40.59,32.07,6.41
1298,3,138,20220616,6,2,743.01,660,1486.01,1173.95,234.79
1299,20,155,20220627,1,1,21.49,18,21.49,16.98,3.4
1300,19,186,20231228,6,5,14.5,12,72.51,57.28,11.46
1301,11,78,20211027,1,2,12.55,8,25.1,19.83,3.97
1302,4,192,20231130,4,2,31.85,22,63.7,50.32,10.06
1303,7,102,20231006,2,5,17.65,14,88.26,69.73,13.95
1304,13,120,20220210,5,3,7.53,6,22.58,17.84,3.57
1305,17,128,20220601,4,1,82.58,55,82.58,65.24,13.05
1306,16,195,20231102,3,2,9.0,7,17.99,14.21,2.84
1307,2,145,20220817,2,2,997.3,900,1994.6,1575.73,315.15
1308,19,149,20230306,6,4,14.97,12,59.88,47.31,9.46
1309,11,59,20211008,4,5,12.13,8,60.67,47.93,9.59
1310,18,168,20221219,6,3,19.66,16,58.98,46.59,9.32
1311,16,118,20221202,2,3,8.29,7,24.88,19.66,3.93
1312,18,126,20231031,2,5,25.52,16,127.61,100.81,20.16
1313,17,9,20210326,1,1,81.52,55,81.52,64.4,12.88
1314,5,162,20220816,2,1,5.81,4,5.81,4.59,0.92
1315,7,130,20210114,4,3,15.82,14,47.47,37.5,7.5
1316,20,124,20230705,6,4,19.94,18,79.77,63.02,12.6
1317,18,106,20230202,1,1,21.84,16,21.84,17.25,3.45
1318,18,74,20220131,1,5,24.11,16,120.53,95.22,19.04
1319,14,46,20230825,1,1,12.26,9,12.26,9.69,1.94
1320,7,159,20211213,5,3,21.11,14,63.32,50.02,10.0
1321,13,21,20220119,3,4,7.98,6,31.91,25.21,5.04
1322,8,77,20211216,6,1,37.1,26,37.1,29.31,5.86
1323,2,24,20230721,4,4,1159.73,900,4638.91,3664.74,732.95
1324,2,164,20221115,1,2,1027.21,900,2054.42,1622.99,324.6
1325,11,145,20220915,1,5,12.48,8,62.38,49.28,9.86
1326,7,178,20211126,5,4,17.3,14,69.19,54.66,10.93
1327,9,140,20210419,5,1,30.93,26,30.93,24.43,4.89
1328,1,54,20220329,5,2,1062.81,720,2125.62,1679.24,335.85
1329,13,20,20231019,3,2,8.29,6,16.58,13.1,2.62
1330,13,174,20230324,5,3,7.75,6,23.25,18.37,3.67
1331,5,177,20231128,6,1,5.4,4,5.4,4.27,0.85
1332,2,26,20220512,4,2,1367.4,900,2734.81,2160.5,432.1
1333,20,197,20220504,5,5,23.37,18,116.85,92.31,18.46
1334,1,163,20220414,3,4,968.62,720,3874.47,3060.83,612.17
1335,18,97,20220526,4,2,23.04,16,46.08,36.4,7.28
1336,13,22,20230807,5,3,8.99,6,26.98,21.31,4.26
1337,3,22,20231020,3,2,851.4,660,1702.8,1345.21,269.04
1338,5,190,20230629,4,3,5.12,4,15.36,12.13,2.43
1339,1,79,20210512,4,3,1066.08,720,3198.25,2526.62,505.32
1340,5,23,20210527,2,4,5.3,4,21.19,16.74,3.35
1341,17,105,20230308,1,1,62.96,55,62.96,49.74,9.95
1342,3,153,20230307,5,3,1011.03,660,3033.08,2396.13,479.23
1343,10,106,20210119,4,1,46.8,32,46.8,36.97,7.39
1344,8,147,20230314,5,2,37.51,26,75.02,59.27,11.85
1345,5,69,20210901,3,3,5.39,4,16.16,12.77,2.55
1346,6,112,20210401,3,4,12.5,10,50.0,39.5,7.9
1347,12,65,20210421,2,4,6.98,5,27.94,22.07,4.41
1348,15,28,20211008,2,3,49.65,45,148.96,117.68,23.54
1349,11,159,20220722,4,3,10.56,8,31.68,25.03,5.01
1350,20,35,20220909,3,3,25.23,18,75.69,59.8,11.96
1351,7,123,20230925,3,2,22.15,14,44.3,35.0,7.0
1352,10,189,20220404,6,4,50.68,32,202.74,160.16,32.03
1353,11,97,20211215,3,4,10.26,8,41.04,32.42,6.48
1354,7,152,20230321,5,2,20.17,14,40.34,31.87,6.37
1355,1,187,20230301,4,2,949.84,720,1899.69,1500.76,300.15
1356,3,105,20220223,6,4,771.93,660,3087.72,2439.3,487.86
1357,8,65,20220311,6,2,37.9,26,75.8,59.88,11.98
1358,3,115,20220627,5,4,918.14,660,3672.56,2901.32,580.26
1359,17,178,20230207,4,5,61.51,55,307.56,242.97,48.59
1360,18,153,20220601,6,1,18.47,16,18.47,14.59,2.92
1361,12,43,20211223,6,5,5.61,5,28.05,22.16,4.43
1362,13,193,20230714,3,4,6.92,6,27.67,21.86,4.37
1363,9,57,20210521,5,5,35.85,26,179.27,141.62,28.32
1364,19,57,20230914,4,3,15.55,12,46.64,36.85,7.37
1365,19,177,20230901,5,2,15.27,12,30.54,24.13,4.83
1366,16,27,20210205,3,4,10.92,7,43.69,34.52,6.9
1367,4,187,20210504,2,3,27.63,22,82.89,65.48,13.1
1368,7,134,20221017,4,3,18.73,14,56.2,44.4,8.88
1369,15,82,20220921,1,3,50.51,45,151.52,119.7,23.94
1370,4,6,20231017,3,1,31.65,22,31.65,25.0,5.0
1371,8,133,20210825,2,5,30.68,26,153.41,121.19,24.24
1372,14,119,20230315,2,4,12.73,9,50.94,40.24,8.05
1373,14,102,20210924,1,5,13.87,9,69.37,54.8,10.96
1374,19,110,20221007,4,1,17.43,12,17.43,13.77,2.75
1375,9,193,20211022,6,1,36.11,26,36.11,28.53,5.71
1376,6,94,20230209,3,2,13.29,10,26.58,21.0,4.2
1377,16,136,20220112,6,3,9.79,7,29.37,23.2,4.64
1378,13,151,20230526,1,3,7.66,6,22.97,18.15,3.63
1379,20,45,20221019,6,3,28.07,18,84.2,66.52,13.3
1380,3,173,20230427,2,3,764.89,660,2294.68,1812.8,362.56
1381,4,47,20220315,3,2,29.82,22,59.64,47.12,9.42
1382,20,36,20220824,5,4,23.61,18,94.43,74.6,14.92
1383,18,178,20221130,6,2,22.04,16,44.08,34.82,6.96
1384,10,36,20221205,2,3,48.67,32,146.02,115.36,23.07
1385,2,92,20230608,1,4,1051.44,900,4205.76,3322.55,664.51
1386,18,130,20220706,6,4,20.87,16,83.49,65.96,13.19
1387,14,182,20221207,4,4,10.65,9,42.61,33.66,6.73
1388,1,195,20230322,2,3,803.77,720,2411.31,1904.93,380.99
1389,18,74,20211119,2,4,22.13,16,88.5,69.92,13.98
1390,18,131,20221213,1,5,18.51,16,92.57,73.13,14.63
1391,12,139,20230220,1,4,6.87,5,27.46,21.69,4.34
1392,4,189,20220902,6,2,27.47,22,54.95,43.41,8.68
1393,15,68,20210217,3,1,59.38,45,59.38,46.91,9.38
1394,8,54,20210618,6,5,37.56,26,187.79,148.35,29.67
1395,20,162,20231017,4,2,25.35,18,50.69,40.05,8.01
1396,7,16,20211025,5,3,19.13,14,57.38,45.33,9.07
1397,18,44,20230508,3,3,19.91,16,59.74,47.19,9.44
1398,17,174,20220119,1,2,86.98,55,173.95,137.42,27.48
1399,2,71,20220815,6,2,1305.64,900,2611.28,2062.91,412.58
1400,8,38,20210709,6,3,39.37,26,118.11,93.31,18.66
1401,13,126,20231228,2,5,8.5,6,42.49,33.57,6.71
1402,14,97,20230620,4,1,12.75,9,12.75,10.07,2.01
1403,13,132,20210514,6,3,8.68,6,26.05,20.58,4.12
1404,15,125,20220614,3,5,49.56,45,247.78,195.75,39.15
1405,3,188,20231117,4,3,1006.54,660,3019.61,2385.49,477.1
1406,13,56,20230207,4,2,8.08,6,16.17,12.77,2.55
1407,10,87,20220408,5,5,37.29,32,186.45,147.3,29.46
1408,11,175,20221128,1,1,9.2,8,9.2,7.27,1.45
1409,1,32,20221021,2,4,956.35,720,3825.39,3022.06,604.41
1410,7,177,20220907,2,3,16.51,14,49.54,39.14,7.83
1411,3,168,20220128,3,3,753.2,660,2259.6,1785.08,357.02
1412,6,14,20230811,4,3,14.63,10,43.89,34.67,6.93
1413,8,110,20231220,6,1,37.75,26,37.75,29.82,5.96
1414,7,123,20210104,1,2,19.56,14,39.11,30.9,6.18
1415,15,3,20230116,1,3,67.88,45,203.65,160.88,32.18
